GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_001839945.1	PRJNA343736	SAMN05918948	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839975.1	PRJNA343736	SAMN05918946	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839965.1	PRJNA343736	SAMN05918947	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001839985.1	PRJNA343736	SAMN05918944	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840005.1	PRJNA343736	SAMN05918945	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840045.1	PRJNA343736	SAMN05918942	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840055.1	PRJNA343736	SAMN05918943	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840075.1	PRJNA343736	SAMN05918940	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840065.1	PRJNA343736	SAMN05918941	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840125.1	PRJNA343736	SAMN05918939	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840145.1	PRJNA343736	SAMN05918937	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840165.1	PRJNA343736	SAMN05918936	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840155.1	PRJNA343736	SAMN05918938	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840205.1	PRJNA343736	SAMN05918935	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840225.1	PRJNA343736	SAMN05918934	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840245.1	PRJNA343736	SAMN05918932	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840235.1	PRJNA343736	SAMN05918933	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840285.1	PRJNA343736	SAMN05918931	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840305.1	PRJNA343736	SAMN05918930	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840325.1	PRJNA343736	SAMN05918928	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840315.1	PRJNA343736	SAMN05918929	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840365.1	PRJNA343736	SAMN05918927	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840395.1	PRJNA343736	SAMN05918925	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840385.1	PRJNA343736	SAMN05918926	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840435.1	PRJNA343736	SAMN05918923	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840405.1	PRJNA343736	SAMN05918924	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840465.1	PRJNA343736	SAMN05918922	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840475.1	PRJNA343736	SAMN05918921	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840505.1	PRJNA343736	SAMN05918920	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840515.1	PRJNA343736	SAMN05918919	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840545.1	PRJNA343736	SAMN05918918	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840555.1	PRJNA343736	SAMN05918917	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840575.1	PRJNA343736	SAMN05915293	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840595.1	PRJNA343736	SAMN05915292	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840625.1	PRJNA343736	SAMN05915291	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840645.1	PRJNA343736	SAMN05915290	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840675.1	PRJNA343736	SAMN05915288	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840665.1	PRJNA343736	SAMN05915289	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840705.1	PRJNA343736	SAMN05915287	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840725.1	PRJNA343736	SAMN05915286	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840745.1	PRJNA343736	SAMN05915284	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840755.1	PRJNA343736	SAMN05915285	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840775.1	PRJNA343736	SAMN05915283	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840805.1	PRJNA343736	SAMN05915282	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840825.1	PRJNA343736	SAMN05915281	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840835.1	PRJNA343736	SAMN05915280	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840845.1	PRJNA343736	SAMN05915279	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840885.1	PRJNA343736	SAMN05915278	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840905.1	PRJNA343736	SAMN05915277	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840935.1	PRJNA343736	SAMN05915276	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840945.1	PRJNA343736	SAMN05915274	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840925.1	PRJNA343736	SAMN05915275	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001840985.1	PRJNA343736	SAMN05915273	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841005.1	PRJNA343736	SAMN05915272	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841015.1	PRJNA343736	SAMN05915270	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841045.1	PRJNA343736	SAMN05915271	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841065.1	PRJNA343736	SAMN05915269	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841075.1	PRJNA343736	SAMN05915268	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841105.1	PRJNA343736	SAMN05915267	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841115.1	PRJNA343736	SAMN05915266	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841145.1	PRJNA343736	SAMN05915265	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841165.1	PRJNA343736	SAMN05915264	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841175.1	PRJNA343736	SAMN05915263	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841195.1	PRJNA343736	SAMN05915262	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841205.1	PRJNA343736	SAMN05915261	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841245.1	PRJNA343736	SAMN05915260	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841265.1	PRJNA343736	SAMN05915259	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841285.1	PRJNA343736	SAMN05915258	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841275.1	PRJNA343736	SAMN05915257	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841325.1	PRJNA343736	SAMN05915256	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841345.1	PRJNA343736	SAMN05915255	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841355.1	PRJNA343736	SAMN05915254	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841395.1	PRJNA343736	SAMN05915252	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841375.1	PRJNA343736	SAMN05915253	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841425.1	PRJNA343736	SAMN05915251	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841445.1	PRJNA343736	SAMN05915250	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841455.1	PRJNA343736	SAMN05915249	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841475.1	PRJNA343736	SAMN05918585	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841505.1	PRJNA343736	SAMN05918612	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841525.1	PRJNA343736	SAMN05918583	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841545.1	PRJNA343736	SAMN05918577	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841565.1	PRJNA343736	SAMN05918611	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841575.1	PRJNA343736	SAMN05918594	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841605.1	PRJNA343736	SAMN05918600	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841615.1	PRJNA343736	SAMN05918587	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841645.1	PRJNA343736	SAMN05918569	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841665.1	PRJNA343736	SAMN05918568	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841685.1	PRJNA343736	SAMN05918575	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841705.1	PRJNA343736	SAMN05918581	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841725.1	PRJNA343736	SAMN05918573	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841715.1	PRJNA343736	SAMN05918582	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841765.1	PRJNA343736	SAMN05918593	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841785.1	PRJNA343736	SAMN05918589	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841805.1	PRJNA343736	SAMN05918586	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841815.1	PRJNA343736	SAMN05918596	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841845.1	PRJNA343736	SAMN05918578	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841865.1	PRJNA343736	SAMN05918576	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841885.1	PRJNA343736	SAMN05918572	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841895.1	PRJNA343736	SAMN05918584	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841905.1	PRJNA343736	SAMN05918570	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841945.1	PRJNA343736	SAMN05918609	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841965.1	PRJNA343736	SAMN05918605	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001841975.1	PRJNA343736	SAMN05918588	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842015.1	PRJNA343736	SAMN05918591	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842005.1	PRJNA343736	SAMN05918603	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842045.1	PRJNA343736	SAMN05918574	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842055.1	PRJNA343736	SAMN05918606	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842095.1	PRJNA343736	SAMN05918610	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842085.1	PRJNA343736	SAMN05918571	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842105.1	PRJNA343736	SAMN05918590	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842135.1	PRJNA343736	SAMN05918604	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842165.1	PRJNA343736	SAMN05918595	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842175.1	PRJNA343736	SAMN05918607	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842195.1	PRJNA343736	SAMN05918599	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842225.1	PRJNA343736	SAMN05918608	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842255.1	PRJNA343736	SAMN05918592	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842245.1	PRJNA343736	SAMN05918598	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842265.1	PRJNA343736	SAMN05918601	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842295.1	PRJNA343736	SAMN05918597	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842325.1	PRJNA343736	SAMN05918579	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842345.1	PRJNA343736	SAMN05918580	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842375.1	PRJNA343736	SAMN05918536	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842355.1	PRJNA343736	SAMN05918602	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842405.1	PRJNA343736	SAMN05918539	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842415.1	PRJNA343736	SAMN05918545	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842445.1	PRJNA343736	SAMN05918547	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842455.1	PRJNA343736	SAMN05918531	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842485.1	PRJNA343736	SAMN05918540	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842525.1	PRJNA343736	SAMN05918532	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842505.1	PRJNA343736	SAMN05918548	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842515.1	PRJNA343736	SAMN05918549	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842565.1	PRJNA343736	SAMN05918538	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842585.1	PRJNA343736	SAMN05918537	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842605.1	PRJNA343736	SAMN05918546	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842615.1	PRJNA343736	SAMN05918535	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842595.1	PRJNA343736	SAMN05918541	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842665.1	PRJNA343736	SAMN05918544	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842675.1	PRJNA343736	SAMN05918530	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842745.1	PRJNA343736	SAMN05918543	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842775.1	PRJNA343736	SAMN05918525	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842765.1	PRJNA343736	SAMN05918527	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842785.1	PRJNA343736	SAMN05918553	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842825.1	PRJNA343736	SAMN05918526	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842845.1	PRJNA343736	SAMN05918552	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842865.1	PRJNA343736	SAMN05918554	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842875.1	PRJNA343736	SAMN05918555	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842895.1	PRJNA343736	SAMN05918556	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842915.1	PRJNA343736	SAMN05918557	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842955.1	PRJNA343736	SAMN05918559	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842945.1	PRJNA343736	SAMN05918558	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001842985.1	PRJNA343736	SAMN05918560	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843005.1	PRJNA343736	SAMN05918561	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843025.1	PRJNA343736	SAMN05918562	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843055.1	PRJNA343736	SAMN05918564	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843045.1	PRJNA343736	SAMN05918563	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843095.1	PRJNA343736	SAMN05919671	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843105.1	PRJNA343736	SAMN05916423	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843085.1	PRJNA343736	SAMN05919547	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843145.1	PRJNA343736	SAMN05919545	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843165.1	PRJNA343736	SAMN05919550	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843175.1	PRJNA343736	SAMN05919546	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843185.1	PRJNA343736	SAMN05919551	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843215.1	PRJNA343736	SAMN05919656	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843245.1	PRJNA343736	SAMN05919548	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843255.1	PRJNA343736	SAMN05919660	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843275.1	PRJNA343736	SAMN05919655	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843295.1	PRJNA343736	SAMN05919549	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843325.1	PRJNA343736	SAMN05919552	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843335.1	PRJNA343736	SAMN05919553	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843355.1	PRJNA343736	SAMN05919669	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843375.1	PRJNA343736	SAMN05919554	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843405.1	PRJNA343736	SAMN05919668	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843425.1	PRJNA343736	SAMN05919555	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843435.1	PRJNA343736	SAMN05919556	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843465.1	PRJNA343736	SAMN05919662	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843475.1	PRJNA343736	SAMN05919557	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843505.1	PRJNA343736	SAMN05919558	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843515.1	PRJNA343736	SAMN05919559	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843535.1	PRJNA343736	SAMN05919560	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843565.1	PRJNA343736	SAMN05919561	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843585.1	PRJNA343736	SAMN05919562	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843605.1	PRJNA343736	SAMN05919563	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843615.1	PRJNA343736	SAMN05919564	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843645.1	PRJNA343736	SAMN05919565	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843655.1	PRJNA343736	SAMN05919566	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843685.1	PRJNA343736	SAMN05919569	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843705.1	PRJNA343736	SAMN05919567	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843725.1	PRJNA343736	SAMN05919568	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843745.1	PRJNA343736	SAMN05919570	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843765.1	PRJNA343736	SAMN05919667	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843785.1	PRJNA343736	SAMN05919571	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843805.1	PRJNA343736	SAMN05919572	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843815.1	PRJNA343736	SAMN05919573	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843845.1	PRJNA343736	SAMN05919575	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843855.1	PRJNA343736	SAMN05919574	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843885.1	PRJNA343736	SAMN05919666	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843895.1	PRJNA343736	SAMN05919576	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843925.1	PRJNA343736	SAMN05919578	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843935.1	PRJNA343736	SAMN05919577	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843965.1	PRJNA343736	SAMN05919579	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001843985.1	PRJNA343736	SAMN05919657	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844005.1	PRJNA343736	SAMN05919659	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844015.1	PRJNA343736	SAMN05919580	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844045.1	PRJNA343736	SAMN05919581	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844065.1	PRJNA343736	SAMN05919582	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844085.1	PRJNA343736	SAMN05919583	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844105.1	PRJNA343736	SAMN05919584	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844095.1	PRJNA343736	SAMN05919664	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844145.1	PRJNA343736	SAMN05919585	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844165.1	PRJNA343736	SAMN05919586	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844175.1	PRJNA343736	SAMN05919587	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844195.1	PRJNA343736	SAMN05919588	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844215.1	PRJNA343736	SAMN05919589	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844245.1	PRJNA343736	SAMN05919590	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844265.1	PRJNA343736	SAMN05919591	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844275.1	PRJNA343736	SAMN05919592	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844295.1	PRJNA343736	SAMN05919593	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844325.1	PRJNA343736	SAMN05919594	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844345.1	PRJNA343736	SAMN05919595	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844355.1	PRJNA343736	SAMN05919597	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844385.1	PRJNA343736	SAMN05919596	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844395.1	PRJNA343736	SAMN05919598	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844425.1	PRJNA343736	SAMN05919600	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844435.1	PRJNA343736	SAMN05919599	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844475.1	PRJNA343736	SAMN05919602	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844465.1	PRJNA343736	SAMN05919601	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844505.1	PRJNA343736	SAMN05919603	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844525.1	PRJNA343736	SAMN05919604	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844545.1	PRJNA343736	SAMN05919606	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844535.1	PRJNA343736	SAMN05919605	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844585.1	PRJNA343736	SAMN05919607	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844605.1	PRJNA343736	SAMN05919609	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844615.1	PRJNA343736	SAMN05919608	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844625.1	PRJNA343736	SAMN05919610	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844655.1	PRJNA343736	SAMN05919663	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844685.1	PRJNA343736	SAMN05919658	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844695.1	PRJNA343736	SAMN05919611	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844725.1	PRJNA343736	SAMN05919661	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844735.1	PRJNA343736	SAMN05919613	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844765.1	PRJNA343736	SAMN05919614	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844775.1	PRJNA343736	SAMN05919618	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844805.1	PRJNA343736	SAMN05919616	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844825.1	PRJNA343736	SAMN05919615	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844845.1	PRJNA343736	SAMN05919617	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844855.1	PRJNA343736	SAMN05919620	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844875.1	PRJNA343736	SAMN05919619	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844905.1	PRJNA343736	SAMN05919621	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844925.1	PRJNA343736	SAMN05919623	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844945.1	PRJNA343736	SAMN05919622	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844955.1	PRJNA343736	SAMN05919626	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001844985.1	PRJNA343736	SAMN05919624	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
